,Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy
23359,narrowed,8,1203,7.09,764.82,2.4576271186440684,331.17,34.0,1.0
23360,narrower,8,827,6.72,772.3,2.994350282485876,245.62,33.0,0.97
23361,narrowing,9,478,6.17,775.19,2.4858757062146895,267.02,31.0,1.0
23362,narrowly,8,954,6.86,751.88,2.514124293785311,241.79,33.0,0.94
23363,narrowness,10,104,4.64,825.06,3.1638418079096047,360.18,32.0,0.97
23364,narrows,7,277,5.62,684.85,1.8644067796610175,227.41,34.0,1.0
23365,nasal,5,762,6.64,677.97,2.090395480225989,275.04,30.0,0.97
23366,Nashville,9,3664,8.21,685.9,2.3728813559322037,220.68,31.0,0.97
23367,Nassau,6,802,6.69,832.48,3.5593220338983054,219.24,23.0,0.7
23368,Nassau's,8,2,0.69,849.48,3.587570621468927,221.73,21.0,0.66
23369,nastier,7,313,5.75,955.83,3.474576271186441,357.77,24.0,0.75
23370,nastiest,8,250,5.52,1018.19,4.915254237288136,364.27,27.0,0.79
23371,nasty,5,14007,9.55,614.63,1.0169491525423733,258.32,32.0,0.97
23372,natal,5,6488,8.78,763.35,3.2203389830508478,193.12,23.0,0.72
23373,Natalie,7,2286,7.73,701.74,2.1186440677966107,211.45,31.0,0.94
23374,Nathan,6,6225,8.74,681.23,1.7796610169491527,144.03,30.0,0.94
23375,nation,6,29567,10.29,576.85,0.9322033898305091,159.73,33.0,0.97
23376,national,8,114548,11.65,654.97,1.4406779661016953,245.66,31.0,0.94
23377,nationalism,11,1826,7.51,762.58,2.8531073446327686,245.25,31.0,0.94
23378,nationalisms,12,47,3.85,956.63,5.084745762711865,276.34,30.0,1.0
23379,nationalist,11,1852,7.52,733.0,2.1186440677966107,216.38,32.0,0.97
23380,nationalistic,13,586,6.37,937.85,4.067796610169491,386.05,33.0,0.97
23381,nationalists,12,1025,6.93,826.81,3.7288135593220337,269.59,32.0,0.97
23382,nationality,11,2476,7.81,830.35,3.1920903954802267,431.76,34.0,0.97
23383,nationalization,15,128,4.85,903.67,4.293785310734464,249.22,33.0,1.0
23384,nationalize,11,84,4.43,797.41,3.1355932203389836,276.87,32.0,0.94
23385,nationalized,12,257,5.55,816.03,3.276836158192091,264.88,34.0,1.0
23386,nationalizing,13,33,3.5,848.0,3.7853107344632777,268.4,31.0,0.97
23387,nationally,10,3053,8.02,699.18,2.288135593220339,276.87,33.0,1.0
23388,nationals,9,2556,7.85,706.21,1.8079096045197742,327.8,33.0,0.97
23389,nations,7,21671,9.98,656.27,1.610169491525424,210.03,33.0,1.0
23390,nation's,8,4565,8.43,667.24,1.8644067796610175,152.51,33.0,0.94
23391,nationwide,10,8060,8.99,788.69,2.796610169491526,373.45,32.0,0.97
23392,native,6,27377,10.22,680.61,1.8079096045197742,177.55,33.0,1.0
23393,natives,7,2197,7.69,684.48,1.9491525423728817,269.72,31.0,0.94
23394,nativity,8,144,4.97,844.84,3.0790960451977405,324.8,31.0,0.94
23395,natty,5,92,4.52,814.91,3.1073446327683616,242.67,11.0,0.32
23396,natural,7,45294,10.72,670.61,1.6949152542372885,249.29,33.0,1.0
23397,naturalism,10,96,4.56,670.07,2.344632768361582,148.27,29.0,0.91
23398,naturalist,10,235,5.46,787.56,2.5988700564971756,230.03,32.0,1.0
23399,naturalistic,12,199,5.29,892.48,4.378531073446328,303.52,33.0,1.0
23400,naturalization,14,646,6.47,888.0,3.9265536723163845,372.65,32.0,0.94
23401,naturalize,10,21,3.04,811.77,2.8813559322033906,374.62,30.0,0.94
23402,naturalized,11,352,5.86,858.76,2.711864406779662,380.92,33.0,0.97
23403,naturally,9,12050,9.4,670.24,1.6949152542372885,276.67,33.0,1.0
23404,naturalness,11,74,4.3,979.9,4.350282485875707,382.7,29.0,1.0
23405,nature,6,51563,10.85,568.91,0.8474576271186446,97.32,33.0,0.97
23406,natured,7,254,5.54,651.84,2.1186440677966107,221.77,31.0,0.89
23407,natures,7,682,6.53,671.31,1.8079096045197742,232.82,32.0,0.97
23408,nature's,8,1544,7.34,673.39,1.5254237288135597,221.93,33.0,0.97
23409,naturism,8,255,5.54,998.26,4.632768361581921,431.77,27.0,0.79
23410,naturist,8,843,6.74,843.03,3.2203389830508478,341.21,33.0,0.97
23411,naught,6,467,6.15,664.7,1.8644067796610175,199.47,27.0,0.79
23412,naughtier,9,3,1.1,816.86,3.5593220338983054,225.91,22.0,0.69
23413,naughty,7,2717,7.91,644.97,1.4689265536723166,259.26,32.0,1.0
23414,nausea,6,1406,7.25,697.63,2.259887005649718,248.86,32.0,0.94
23415,nauseate,8,14,2.64,806.16,3.84180790960452,230.69,25.0,0.83
23416,nauseated,9,141,4.95,891.96,3.813559322033899,359.55,27.0,0.82
23417,nauseous,8,261,5.56,796.7,3.6158192090395485,270.92,30.0,0.91
23418,nautical,8,558,6.32,824.8,3.2485875706214697,277.93,30.0,0.88
23419,nautilus,8,435,6.08,1006.4,4.915254237288136,510.33,20.0,0.63
23420,naval,5,6403,8.76,657.56,1.610169491525424,249.34,32.0,0.91
23421,navel,5,1026,6.93,674.59,1.7796610169491527,290.72,29.0,0.88
23422,navels,6,51,3.93,739.81,2.514124293785311,340.59,27.0,0.82
23423,navigable,9,125,4.83,775.48,3.418079096045198,237.03,25.0,0.78
23424,navigate,8,1806,7.5,671.88,2.1186440677966107,165.74,32.0,0.94
23425,navigating,10,632,6.45,723.85,2.344632768361582,198.18,33.0,0.97
23426,navigation,10,2917,7.98,705.88,2.203389830508475,255.59,33.0,0.97
23427,navigator,9,2184,7.69,679.53,1.5536723163841812,204.81,32.0,1.0
23428,navigators,10,225,5.42,720.41,2.344632768361582,188.98,32.0,0.94
23429,navy,4,8936,9.1,605.21,1.4124293785310738,258.82,33.0,0.97
23430,Navy's,6,367,5.91,754.06,2.8248587570621475,215.76,32.0,0.94
23431,nay,3,3176,8.06,831.96,3.3898305084745766,375.42,26.0,0.79
23432,Nazarene,8,654,6.48,834.86,4.03954802259887,194.02,21.0,0.66
23433,Nazi,4,9203,9.13,672.5,1.7796610169491527,250.36,30.0,0.94
23434,Naziism,7,130,4.87,1237.25,7.062146892655368,391.47,12.0,0.39
23435,Nazis,5,5825,8.67,775.38,2.8248587570621475,226.83,24.0,0.71
23436,Nazism,6,810,6.7,911.3,4.067796610169491,448.71,23.0,0.72
23437,Neal,4,4218,8.35,807.4,2.8248587570621475,337.27,25.0,0.74
23438,Neanderthal,11,331,5.8,873.81,3.954802259887006,229.01,27.0,0.79
23439,neapolitan,10,135,4.91,972.24,5.0,266.98,25.0,0.76
23440,near,4,78062,11.27,582.12,0.6214689265536724,155.74,33.0,1.0
23441,nearby,6,10346,9.24,586.58,1.1016949152542377,110.09,33.0,0.97
23442,neared,6,273,5.61,738.22,2.203389830508475,405.56,27.0,0.77
23443,nearer,6,1107,7.01,735.57,2.203389830508475,332.23,30.0,0.88
23444,nearest,7,6360,8.76,669.25,1.6384180790960456,195.26,32.0,1.0
23445,nearing,7,703,6.56,792.73,2.4576271186440684,237.56,26.0,0.84
23446,nearly,6,33528,10.42,650.03,1.3276836158192094,251.47,34.0,1.0
23447,nearness,8,80,4.38,784.03,2.8248587570621475,343.35,31.0,0.94
23448,nearside,8,21,3.04,760.33,2.203389830508475,429.74,33.0,0.97
23449,nearsighted,11,107,4.67,785.8,2.7683615819209044,298.6,30.0,0.91
23450,nearsightedly,13,0,0.0,982.5,5.338983050847458,369.28,30.0,0.88
23451,neat,4,11901,9.38,651.19,1.4124293785310738,264.39,32.0,0.94
23452,neatest,7,152,5.02,706.07,2.3163841807909606,259.84,28.0,0.88
23453,neatly,6,1642,7.4,727.97,2.0056497175141246,360.53,34.0,1.0
23454,neatness,8,95,4.55,733.38,2.259887005649718,200.47,34.0,1.0
23455,Nebraska,8,4160,8.33,726.71,1.8926553672316389,283.25,31.0,0.97
23456,nebula,6,2359,7.77,786.2,2.711864406779662,282.16,25.0,0.76
23457,nebular,7,90,4.5,792.75,3.050847457627119,316.78,20.0,0.59
23458,nebulous,8,475,6.16,885.29,3.870056497175142,349.59,17.0,0.52
23459,necessaries,11,14,2.64,807.3,3.0790960451977405,359.02,30.0,0.97
23460,necessarily,11,31947,10.37,711.97,2.4858757062146895,189.82,32.0,0.94
23461,necessary,9,60899,11.02,691.66,1.4971751412429382,208.7,32.0,1.0
23462,necessitate,11,573,6.35,1072.38,5.734463276836159,425.54,26.0,0.84
23463,necessitated,12,362,5.89,1012.75,5.282485875706215,447.02,28.0,0.88
23464,necessitates,12,247,5.51,860.63,3.7288135593220337,334.47,24.0,0.77
23465,necessitating,13,155,5.04,1130.22,6.12994350282486,483.78,23.0,0.85
23466,necessities,11,787,6.67,818.53,3.4463276836158196,285.13,32.0,0.94
23467,necessity,9,4759,8.47,739.47,2.288135593220339,314.28,34.0,0.97
23468,neck,4,14841,9.61,567.94,0.9887005649717517,176.61,33.0,0.97
23469,neckband,8,9,2.2,878.57,3.587570621468927,379.76,30.0,0.94
23470,neckerchief,11,25,3.22,1180.0,6.723163841807911,566.97,5.0,0.17
23471,necking,7,104,4.64,745.97,2.429378531073447,194.95,35.0,0.97
23472,necklace,8,1149,7.05,731.13,1.8926553672316389,418.8,30.0,0.88
23473,necklaces,9,148,5.0,706.97,2.203389830508475,255.84,29.0,0.88
23474,neckline,8,160,5.08,713.9,2.1186440677966107,311.07,31.0,0.97
23475,necks,5,1024,6.93,541.44,0.6779661016949154,132.58,32.0,0.97
23476,necktie,7,110,4.7,705.94,2.4858757062146895,195.99,35.0,1.0
23477,neckwear,8,10,2.3,893.14,3.531073446327684,312.71,28.0,0.82
23478,necrophile,10,24,3.18,873.2,4.943502824858758,261.2,10.0,0.36
23479,necrophilia,11,198,5.29,971.86,5.508474576271187,245.94,21.0,0.72
23480,necrosis,8,241,5.48,963.5,5.36723163841808,231.83,10.0,0.33
23481,nectar,6,512,6.24,691.15,1.7514124293785316,249.68,33.0,0.97
23482,nectarine,9,52,3.95,902.73,3.813559322033899,335.3,26.0,0.79
23483,nee,3,1091,6.99,860.63,6.12994350282486,281.13,8.0,0.24
23484,need,4,415850,12.94,613.64,1.0169491525423733,225.28,33.0,0.97
23485,needed,6,71898,11.18,592.73,1.186440677966102,184.75,33.0,1.0
23486,needing,7,4371,8.38,678.16,1.8361581920903958,248.75,31.0,0.91
23487,needle,6,5047,8.53,576.36,0.7627118644067798,92.58,33.0,1.0
23488,needlecraft,11,111,4.71,997.33,5.112994350282487,419.19,30.0,0.97
23489,needled,7,33,3.5,726.0,2.4576271186440684,325.88,29.0,0.97
23490,needlepoint,11,356,5.87,839.29,3.4463276836158196,262.15,34.0,1.0
23491,needles,7,2721,7.91,705.5,1.6949152542372885,370.33,30.0,0.91
23492,needless,8,5001,8.52,725.12,2.288135593220339,257.93,34.0,1.0
23493,needlessly,10,685,6.53,770.62,2.4858757062146895,323.76,34.0,0.97
23494,needlework,10,749,6.62,744.66,3.050847457627119,260.43,32.0,0.97
23495,needn't,7,1009,6.92,804.04,3.7288135593220337,271.47,24.0,0.77
23496,needs,5,89632,11.4,588.18,0.7909604519774016,171.07,33.0,1.0
23497,needy,5,979,6.89,668.36,1.666666666666667,170.44,33.0,1.0
23498,nefarious,9,608,6.41,784.64,3.3050847457627124,258.52,11.0,0.33
23499,negate,6,909,6.81,747.07,2.68361581920904,245.51,29.0,0.85
23500,negation,8,850,6.75,772.0,2.514124293785311,316.87,23.0,0.82
23501,negative,8,24446,10.1,668.35,1.610169491525424,265.44,34.0,1.0
23502,negatively,10,1070,6.98,711.82,2.288135593220339,210.97,33.0,0.97
23503,negativism,10,65,4.17,774.35,3.5028248587570627,189.46,26.0,0.93
23504,neglect,7,1923,7.56,721.52,2.203389830508475,255.89,33.0,1.0
23505,neglected,9,2557,7.85,687.26,1.7231638418079098,296.61,31.0,0.91
23506,neglecting,10,608,6.41,783.16,2.68361581920904,220.94,31.0,0.97
23507,neglects,8,303,5.71,712.24,2.175141242937854,255.7,34.0,1.0
23508,negligee,8,87,4.47,826.88,3.9265536723163845,355.84,17.0,0.52
23509,negligence,10,898,6.8,776.15,2.8813559322033906,241.84,27.0,0.84
23510,negligent,9,498,6.21,910.62,4.067796610169491,376.29,29.0,0.85
23511,negligible,10,1214,7.1,902.0,3.954802259887006,349.97,26.0,0.87
23512,negotiable,10,3775,8.24,733.44,2.6553672316384187,228.88,32.0,0.91
23513,negotiate,9,4230,8.35,745.88,2.344632768361582,242.74,33.0,1.0
23514,negotiated,10,2440,7.8,671.27,2.0056497175141246,279.75,33.0,1.0
23515,negotiating,11,2251,7.72,873.61,3.6723163841807915,371.75,31.0,0.97
23516,negotiation,11,2822,7.95,828.27,3.2203389830508478,320.09,33.0,1.0
23517,negotiations,12,5765,8.66,918.74,3.954802259887006,312.73,31.0,0.94
23518,negotiator,10,494,6.2,760.16,2.5706214689265536,284.01,31.0,0.97
23519,negro,5,1308,7.18,714.03,2.1186440677966107,232.15,32.0,0.94
23520,negroes,7,329,5.8,782.69,2.9096045197740117,348.27,26.0,0.84
23521,negroid,7,127,4.84,977.45,4.689265536723164,403.3,11.0,0.33
23522,neigh,5,78,4.36,667.38,2.796610169491526,174.02,16.0,0.47
23523,neighbor,8,4675,8.45,750.06,2.259887005649718,275.78,33.0,0.97
23524,neighborhood,12,6556,8.79,761.43,2.9661016949152548,346.3,30.0,1.0
23525,neighborhoods,13,1542,7.34,929.09,4.1807909604519775,424.32,33.0,0.94
23526,neighboring,11,1588,7.37,769.39,3.0225988700564974,237.72,33.0,0.97
23527,neighborliness,14,10,2.3,1098.25,5.084745762711865,620.37,20.0,0.83
23528,neighbors,9,6228,8.74,693.39,1.610169491525424,190.3,31.0,0.91
23529,neighbor's,10,944,6.85,686.61,2.259887005649718,286.98,33.0,0.97
23530,neither,7,37284,10.53,698.77,1.8644067796610175,208.41,31.0,0.94
23531,Nellie,6,276,5.62,806.07,3.0225988700564974,239.06,30.0,0.86
23532,Nelly,5,218,5.38,765.1,2.3163841807909606,280.46,29.0,0.94
23533,Nelson,6,9381,9.15,694.22,2.146892655367232,203.5,32.0,0.94
23534,nemesis,7,1222,7.11,807.19,3.531073446327684,263.2,26.0,0.79
23535,neoclassic,10,1,0.0,890.93,4.096045197740113,238.4,28.0,0.88
23536,neocolonialism,14,10,2.3,1347.38,7.966101694915255,431.14,13.0,0.46
23537,neocortex,9,13,2.56,1329.6,7.175141242937854,454.95,10.0,0.3
23538,neoliberal,10,163,5.09,1354.31,6.468926553672317,494.08,13.0,0.43
23539,neolithic,9,158,5.06,836.48,3.7005649717514126,271.53,25.0,0.74
23540,neon,4,3606,8.19,582.19,1.0169491525423733,176.68,31.0,0.94
23541,neonatal,8,383,5.95,848.33,4.096045197740113,119.16,18.0,0.56
23542,Nepal,5,2244,7.72,827.03,2.796610169491526,378.37,31.0,0.94
23543,Nepalese,8,313,5.75,919.23,5.056497175141244,261.79,13.0,0.39
23544,nephew,6,1363,7.22,667.3,1.5254237288135597,297.74,33.0,1.0
23545,nephews,7,314,5.75,653.19,1.4971751412429382,200.73,32.0,0.97
23546,nepotism,8,141,4.95,788.56,3.6158192090395485,249.99,18.0,0.55
23547,Neptune,7,1883,7.54,691.64,1.666666666666667,180.75,33.0,0.97
23548,Nero,4,594,6.39,786.48,3.1355932203389836,229.23,21.0,0.68
23549,nerve,5,4196,8.34,564.03,1.0169491525423733,99.74,33.0,0.97
23550,nerveless,9,9,2.2,870.81,3.7853107344632777,304.66,32.0,0.91
23551,nerves,6,2383,7.78,649.32,1.4689265536723166,256.57,31.0,0.94
23552,nervous,7,6719,8.81,587.52,1.1016949152542377,156.66,33.0,0.97
23553,nervously,9,981,6.89,754.48,2.203389830508475,316.91,33.0,0.97
23554,nervousness,11,603,6.4,736.9,2.3163841807909606,223.07,31.0,0.97
23555,nervy,5,30,3.4,871.04,3.870056497175142,286.75,24.0,0.73
23556,nest,4,2558,7.85,648.94,1.4124293785310738,296.83,32.0,0.94
23557,nested,6,1611,7.38,718.53,2.3728813559322037,271.37,30.0,0.88
23558,nester,6,39,3.66,1040.73,4.40677966101695,336.0,11.0,0.35
23559,nesting,7,669,6.51,713.97,2.259887005649718,159.3,32.0,1.0
23560,nestle,6,323,5.78,668.44,2.033898305084746,165.06,32.0,0.94
23561,nestled,7,334,5.81,701.27,1.9774011299435033,172.34,30.0,0.88
23562,nestling,8,60,4.09,713.33,2.6553672316384187,179.29,30.0,0.91
23563,nests,5,332,5.81,624.74,1.2146892655367236,168.07,31.0,0.97
23564,net,3,117269,11.67,596.35,0.7909604519774016,215.08,31.0,0.97
23565,nether,6,4796,8.48,938.2,5.254237288135593,306.08,10.0,0.3
23566,Netherlander,12,0,0.0,807.04,3.9830508474576276,214.36,28.0,0.88
23567,Netherlands,11,11419,9.34,759.75,2.711864406779662,221.59,32.0,0.97
23568,nets,4,3435,8.14,555.68,0.5084745762711868,152.57,31.0,0.94
23569,netted,6,262,5.57,860.28,4.096045197740113,468.67,18.0,0.55
23570,netting,7,435,6.08,768.07,2.796610169491526,229.12,27.0,0.79
23571,nettle,6,132,4.88,740.57,2.740112994350283,210.39,21.0,0.62
23572,nettled,7,32,3.47,760.25,3.276836158192091,243.66,20.0,0.61
23573,nettlesome,10,12,2.48,742.8,3.898305084745763,274.59,10.0,0.29
23574,network,7,145633,11.89,732.21,1.7796610169491527,344.04,33.0,0.97
23575,networks,8,30731,10.33,637.06,1.299435028248588,126.35,32.0,1.0
23576,network's,9,338,5.82,656.52,1.355932203389831,166.64,33.0,0.97
23577,Neumann,7,884,6.78,936.11,5.028248587570622,321.72,9.0,0.26
23578,neural,6,7951,8.98,758.05,2.9661016949152548,266.35,21.0,0.66
23579,neuritis,8,50,3.91,941.91,6.610169491525424,241.84,11.0,0.35
23580,neurological,12,940,6.85,833.78,3.6158192090395485,210.97,32.0,0.97
23581,neurologist,11,333,5.81,750.21,2.3728813559322037,214.71,33.0,1.0
23582,neurology,9,379,5.94,769.52,2.8813559322033906,263.02,29.0,0.91
23583,neuromuscular,13,170,5.14,1137.75,6.073446327683616,299.87,28.0,0.88
23584,neuron,6,774,6.65,748.53,2.4011299435028253,223.18,34.0,0.97
23585,neuronal,8,280,5.63,916.15,4.915254237288136,328.0,13.0,0.38
23586,neuropathology,14,13,2.56,1103.31,5.76271186440678,350.48,26.0,0.93
23587,neuropsychiatric,16,77,4.34,1331.62,7.372881355932204,601.09,26.0,0.87
23588,neuroses,8,126,4.84,964.82,4.80225988700565,354.75,22.0,0.73
23589,neurosis,8,196,5.28,874.32,3.587570621468927,408.1,28.0,0.82
23590,neurotic,8,666,6.5,839.18,3.0790960451977405,270.32,33.0,0.94
23591,neuter,6,475,6.16,823.66,4.03954802259887,214.52,29.0,0.83
23592,neutral,7,8122,9.0,769.12,1.9491525423728817,502.24,34.0,1.0
23593,neutralism,10,9,2.2,794.71,3.3615819209039555,238.93,31.0,0.97
23594,neutralist,10,3,1.1,871.75,3.7570621468926557,308.74,32.0,0.97
23595,neutralists,11,2,0.69,839.0,4.03954802259887,265.88,32.0,0.97
23596,neutrality,10,708,6.56,892.67,3.3050847457627124,406.3,33.0,0.97
23597,neutralization,14,88,4.48,835.82,3.6723163841807915,266.21,33.0,1.0
23598,neutralize,10,531,6.27,766.91,2.5706214689265536,331.42,33.0,1.0
23599,neutralized,11,219,5.39,745.24,2.3728813559322037,229.68,34.0,0.97
23600,neutron,7,2259,7.72,823.53,3.7005649717514126,308.34,30.0,0.88
23601,Nevada,6,5338,8.58,673.55,1.5819209039548028,202.49,33.0,1.0
23602,never,5,303028,12.62,612.94,1.0734463276836161,164.31,34.0,1.0
23603,nevermore,9,282,5.64,665.88,2.1186440677966107,173.0,33.0,0.97
23604,nevertheless,12,7469,8.92,840.24,3.333333333333334,260.75,33.0,0.97
23605,new,3,709084,13.47,627.27,1.186440677966102,288.94,33.0,1.0
23606,Newark,6,1828,7.51,717.07,2.3163841807909606,237.12,27.0,0.82
23607,Newarker,8,0,0.0,874.88,5.621468926553672,319.93,8.0,0.25
23608,newborn,7,1222,7.11,683.97,1.4406779661016953,278.66,30.0,0.94
23609,Newcastle,9,1939,7.57,855.83,3.276836158192091,302.34,29.0,0.91
23610,newcomer,8,1573,7.36,787.82,2.6271186440677967,295.43,33.0,0.97
23611,newcomers,9,1979,7.59,676.41,2.090395480225989,216.23,34.0,1.0
23612,newer,5,14374,9.57,775.41,2.9661016949152548,347.69,27.0,0.79
23613,newest,6,6401,8.76,737.68,2.5988700564971756,191.17,31.0,0.94
23614,newfangled,10,92,4.52,948.75,5.225988700564972,315.0,20.0,0.61
23615,newfound,8,289,5.67,830.43,2.740112994350283,355.22,30.0,0.91
23616,Newfoundland,12,2288,7.74,825.0,3.5593220338983054,275.16,31.0,0.91
23617,newly,5,6684,8.81,642.59,1.2711864406779667,189.19,32.0,0.94
23618,newlywed,8,79,4.37,809.75,3.7005649717514126,300.32,24.0,0.71
23619,newlyweds,9,134,4.9,848.67,3.3615819209039555,280.09,27.0,0.84
23620,Newman,6,4702,8.46,795.45,3.0225988700564974,330.34,31.0,0.97
23621,Newport,7,2472,7.81,602.87,1.186440677966102,152.95,31.0,0.94
23622,Newport's,9,9,2.2,754.94,2.203389830508475,269.49,32.0,1.0
23623,news,4,149044,11.91,636.45,1.2146892655367236,289.76,33.0,0.97
23624,newsagent,9,57,4.04,1026.56,5.36723163841808,283.72,16.0,0.52
23625,newsboy,7,4,1.39,691.28,2.4576271186440684,166.29,32.0,0.94
23626,newscast,8,193,5.26,793.61,3.1638418079096047,282.95,31.0,0.94
23627,newscaster,10,157,5.06,771.5,2.5706214689265536,298.88,30.0,0.94
23628,newsflash,9,197,5.28,894.66,3.6440677966101696,387.57,32.0,0.97
23629,newsletter,10,21238,9.96,639.2,1.8079096045197742,103.79,30.0,0.97
23630,newsletters,11,4060,8.31,754.97,2.514124293785311,238.91,34.0,0.97
23631,newsman,7,75,4.32,807.7,2.8248587570621475,261.83,33.0,0.97
23632,newsmen,7,167,5.12,811.42,2.8813559322033906,338.92,31.0,0.94
23633,newsmonger,10,3,1.1,926.15,5.112994350282487,247.95,13.0,0.42
23634,newspaper,9,16824,9.73,600.12,1.3276836158192094,244.2,33.0,1.0
23635,newspaperman,12,61,4.11,933.97,3.84180790960452,345.72,31.0,0.97
23636,newspapermen,12,9,2.2,927.0,4.604519774011299,309.7,32.0,0.97
23637,newspapers,10,8415,9.04,688.15,2.1186440677966107,260.95,34.0,1.0
23638,newsprint,9,512,6.24,691.45,2.175141242937854,233.72,31.0,0.94
23639,newsreader,10,9531,9.16,887.06,3.3615819209039555,321.97,31.0,0.97
23640,newsreel,8,113,4.73,971.47,4.604519774011299,382.33,19.0,0.61
23641,newsroom,8,451,6.11,726.69,2.090395480225989,178.49,35.0,1.0
23642,newssheet,9,2,0.69,977.36,4.943502824858758,256.73,25.0,0.76
23643,newsstand,9,773,6.65,793.78,2.8248587570621475,319.35,32.0,0.94
23644,newsvendor,10,3,1.1,1338.79,6.9209039548022595,542.49,14.0,0.42
23645,newsworthy,10,388,5.96,905.13,4.2090395480225995,375.16,30.0,0.91
23646,newt,4,8878,9.09,800.52,3.0225988700564974,179.12,21.0,0.64
23647,Newton,6,11461,9.35,716.91,2.3163841807909606,213.25,33.0,1.0
23648,Newtonian,9,1241,7.12,920.29,4.067796610169491,431.7,17.0,0.55
23649,Newton's,8,740,6.61,681.48,2.0056497175141246,155.98,33.0,1.0
23650,newts,5,310,5.74,860.13,3.333333333333334,217.48,16.0,0.5
23651,next,4,188009,12.14,601.88,1.1016949152542377,291.98,34.0,1.0
23652,Niagara,7,882,6.78,763.32,2.711864406779662,325.89,31.0,0.94
23653,nib,3,377,5.93,867.77,3.2485875706214697,419.8,13.0,0.39
23654,nibble,6,835,6.73,669.76,1.8926553672316389,217.73,33.0,1.0
23655,nibblers,8,4,1.39,778.09,2.429378531073447,195.82,33.0,0.97
23656,Nicaragua,9,1426,7.26,860.52,3.5593220338983054,311.95,23.0,0.72
23657,Nicaraguan,10,476,6.17,1016.85,4.519774011299436,492.3,20.0,0.63
23658,nice,4,113119,11.64,561.73,0.48022598870056526,159.02,33.0,1.0
23659,nicely,6,9660,9.18,619.86,1.2711864406779667,199.12,35.0,1.0
23660,nicer,5,3273,8.09,716.45,2.288135593220339,282.1,31.0,0.91
23661,nicest,6,1221,7.11,663.87,1.6949152542372885,355.78,31.0,0.91
23662,niceties,8,236,5.46,1015.0,5.508474576271187,410.44,15.0,0.47
23663,nicety,6,20,3.0,724.22,3.1638418079096047,186.91,18.0,0.51
23664,niche,5,2472,7.81,706.09,2.429378531073447,198.47,33.0,0.97
23665,Nicholas,8,5134,8.54,721.12,2.9096045197740117,193.99,34.0,0.97
23666,nick,4,17831,9.79,593.72,1.2711864406779667,173.55,32.0,0.97
23667,nicked,6,256,5.55,758.13,2.6553672316384187,345.39,31.0,0.94
23668,nickel,6,1984,7.59,645.25,1.5819209039548028,189.02,32.0,0.97
23669,nickels,7,222,5.4,663.34,1.8644067796610175,149.19,32.0,0.97
23670,nicknack,8,1,0.0,934.26,3.954802259887006,399.18,31.0,0.89
23671,nickname,8,4069,8.31,655.67,1.3841807909604522,166.11,33.0,0.97
